ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Q1]Value	[Q02]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[black puppy]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72787	15:30:51.812	4331658665665																168		Fixation	183			0.47	248.79	68.79		8735	449	487	432	432	440	459			123.24	163.05	118.49	178.29	120.86	170.67	223.43	322.38	580.12	291.56	321.82	580.87					655.63	655.63	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72796	15:30:51.821	4331658674102																168		Fixation	183			0.47	248.79	68.79		8736	414	359	433	441	423	400			113.62	198.28	118.91	175.76	116.26	187.02	223.42	322.43	580.10	291.55	321.84	580.86					655.64	655.64	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72804	15:30:51.829	4331658682403																168		Fixation	183			0.47	248.79	68.79		8737																			321.84										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72812	15:30:51.837	4331658690786																168		Fixation	183			0.47	248.79	68.79		8738	414	359	427	445	420	402			113.62	198.28	117.16	174.51	115.39	186.40	223.52	322.51	580.04	291.65	321.91	580.76					655.62	655.62	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72821	15:30:51.846	4331658699057																168		Fixation	183			0.47	248.79	68.79		8739	401	368	425	449	413	408			110.11	195.87	116.74	173.53	113.42	184.70	223.49	322.55	580.02	291.64	321.92	580.76					655.63	655.63	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72829	15:30:51.854	4331658707435																168		Fixation	183			0.47	248.79	68.79		8740																			320.93										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72837	15:30:51.862	4331658715751																168		Fixation	183			0.47	248.79	68.79		8741	401	368	430	453	415	410			110.11	195.87	118.14	172.35	114.12	184.11	223.58	322.52	580.01	291.73	321.89	580.70					655.60	655.60	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72846	15:30:51.871	4331658724057																168		Fixation	183			0.47	248.79	68.79		8742	445	477	435	428	440	452			122.10	165.93	119.40	179.31	120.75	172.62	223.56	322.51	580.03	291.70	321.82	580.74					655.61	655.61	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72854	15:30:51.879	4331658732315																168		Fixation	183			0.47	248.79	68.79		8743																			320.76										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72859	15:30:51.884										20	QuestionEnded	What ethnicity are you?						221	Saccade	17																																									
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72862	15:30:51.887	4331658740678																	221	Saccade	17							8744	436	479	408	421	422	450			119.78	165.19	112.07	181.16	115.93	173.17	223.66	322.40	580.07	291.79	321.72	580.73					655.59	655.59	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72871	15:30:51.896	4331658748979																	221	Saccade	17							8745	415	363	400	421	407	392			113.79	197.29	109.91	181.13	111.85	189.21	223.61	322.41	580.07	291.76	321.69	580.75					655.59	655.59	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72879	15:30:51.904	4331658757325																169		Fixation	67			1.49	107.79	219.00		8746																			321.05										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72887	15:30:51.912	4331658765712																169		Fixation	67			1.49	107.79	219.00		8747	415	363	419	405	417	384			113.79	197.29	115.14	185.58	114.46	191.44	223.69	322.42	580.04	291.82	321.69	580.68					655.57	655.57	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72896	15:30:51.921	4331658774120																169		Fixation	67			1.49	107.79	219.00		8748	393	329	427	418	410	373			108.00	206.53	117.33	182.02	112.66	194.28	223.64	322.47	580.02	291.80	321.71	580.67					655.58	655.58	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72904	15:30:51.929	4331658782436																169		Fixation	67			1.49	107.79	219.00		8749			427	418	427	418					117.33	182.02						291.81	321.79	580.65						655.60		2.43	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72912	15:30:51.937	4331658790693																169		Fixation	67			1.49	107.79	219.00		8750	393	329	432	403	412	366			108.00	206.53	118.45	186.11	113.22	196.32	223.70	322.53	580.01	291.83	321.78	580.61					655.59	655.59	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72921	15:30:51.946	4331658799046																169		Fixation	67			1.49	107.79	219.00		8751	404	372	433	390	418	381			110.84	194.61	118.85	189.88	114.85	192.24	223.65	322.55	580.04	291.80	321.78	580.66					655.64	655.64	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72929	15:30:51.954	4331658807437																169		Fixation	67			1.49	107.79	219.00		8752																			320.89										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72937	15:30:51.962	4331658815685																169		Fixation	67			1.49	107.79	219.00		8753	404	372	438	412	421	392			110.84	194.61	120.17	183.69	115.51	189.15	223.68	322.47	580.13	291.82	321.72	580.72					655.67	655.67	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72946	15:30:51.971	4331658824109																	222	Saccade	25							8754	410	374	434	432	422	403			112.51	194.15	119.05	178.28	115.78	186.21	223.61	322.43	580.17	291.76	321.67	580.79					655.69	655.69	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72954	15:30:51.979	4331658832382																	222	Saccade	25							8755																			320.92										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72962	15:30:51.987	4331658840717																	222	Saccade	25							8756	450	450	431	440	440	445			123.44	173.35	118.17	175.94	120.80	174.65	223.61	322.36	580.20	291.75	321.64	580.81					655.68	655.68	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72971	15:30:51.996	4331658849040																		Unclassified	50							8757	453	458	433	439	443	448			124.31	171.18	118.93	176.16	121.62	173.67	223.54	322.39	580.20	291.68	321.66	580.85					655.70	655.70	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72979	15:30:52.004	4331658857371																		Unclassified	50							8758																			320.51										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72987	15:30:52.012	4331658865710																		Unclassified	50							8759	451	476	437	445	444	460			123.73	166.24	119.82	174.59	121.78	170.42	223.54	322.43	580.14	291.66	321.79	580.79					655.67	655.67	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														72996	15:30:52.021	4331658874050																		Unclassified	50							8760	449	471	432	427	440	449			123.26	167.54	118.65	179.67	120.95	173.61	223.46	322.46	580.10	291.60	321.82	580.81					655.66	655.66	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73004	15:30:52.029	4331658882372																		Unclassified	50							8761																			321.55										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73012	15:30:52.037	4331658890684																		Unclassified	50							8762	461	453	429	426	445	439			126.43	172.50	117.69	179.97	122.06	176.23	223.50	322.42	580.06	291.59	321.86	580.79					655.59	655.59	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73021	15:30:52.046	4331658898999																	223	Saccade	25							8763	462	442	430	430	446	436			126.68	175.38	118.16	178.66	122.42	177.02	223.43	322.41	580.05	291.54	321.84	580.85					655.58	655.58	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73029	15:30:52.054	4331658907383																	223	Saccade	25							8764																			321.28										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73037	15:30:52.062	4331658915707																	223	Saccade	25							8765	429	362	436	414	432	388			117.64	197.53	119.61	183.18	118.63	190.35	223.49	322.31	580.03	291.59	321.82	580.87					655.51	655.51	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73046	15:30:52.071	4331658924035																		Unclassified	8							8766	403	356	446	412	424	384			110.53	199.03	122.51	183.83	116.52	191.43	223.47	322.34	579.97	291.56	321.84	580.90					655.48	655.48	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73054	15:30:52.079	4331658932313																	224	Saccade	33							8767																			321.28										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73062	15:30:52.087	4331658940637																	224	Saccade	33							8768	403	356	482	373	442	364			110.53	199.03	132.36	194.42	121.45	196.73	223.66	322.42	579.81	291.64	321.99	580.79					655.37	655.37	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73071	15:30:52.096	4331658949016																	224	Saccade	33							8769	492	360	502	336	497	348			135.06	197.89	137.80	204.73	136.43	201.31	223.66	322.37	579.54	291.60	322.02	580.63					655.11	655.11	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73079	15:30:52.104	4331658957414																	224	Saccade	33							8770																			321.53										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73087	15:30:52.112	4331658965731																170		Fixation	183			2.56	28.83	281.05		8771	491	332	510	315	500	323			134.84	205.77	139.98	210.29	137.41	208.03	223.71	322.23	579.18	291.63	321.92	580.35					654.73	654.73	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73096	15:30:52.121	4331658973964																170		Fixation	183			2.56	28.83	281.05		8772	500	331	510	331	505	331			137.32	205.88	139.96	206.08	138.64	205.98	223.64	322.25	579.16	291.61	321.95	580.34					654.72	654.72	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73104	15:30:52.129	4331658982299																170		Fixation	183			2.56	28.83	281.05		8773			498	365	498	365					136.77	196.61						291.63	321.96	580.36						654.74		2.66	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73112	15:30:52.137	4331658990663																170		Fixation	183			2.56	28.83	281.05		8774	507	329	513	337	510	333			139.05	206.53	140.92	204.27	139.98	205.40	223.67	322.22	579.11	291.64	321.91	580.30					654.66	654.66	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73121	15:30:52.146	4331658998992																170		Fixation	183			2.56	28.83	281.05		8775	506	335	503	330	504	332			138.99	204.87	138.14	206.27	138.57	205.57	223.61	322.20	579.11	291.61	321.91	580.31					654.65	654.65	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73124	15:30:52.149										21	InstructionStart	Calc Element					170		Fixation	183			2.56	28.83	281.05																																				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73129	15:30:52.154	4331659007334																170		Fixation	183			2.56	28.83	281.05		8776			503	330	503	330					138.17	206.28						291.63	321.94	580.39						654.66		2.63	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73137	15:30:52.162	4331659015685																170		Fixation	183			2.56	28.83	281.05		8777	509	331	495	330	502	330			139.76	206.10	135.76	206.30	137.76	206.20	223.64	322.20	579.14	291.66	321.93	580.38					654.68	654.68	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73146	15:30:52.171	4331659024085																170		Fixation	183			2.56	28.83	281.05		8778	509	324	506	322	507	323			139.64	207.86	138.96	208.52	139.30	208.19	223.59	322.22	579.16	291.64	321.98	580.44					654.71	654.71	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73154	15:30:52.179	4331659032402																170		Fixation	183			2.56	28.83	281.05		8779																			321.13										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73162	15:30:52.187	4331659040719																170		Fixation	183			2.56	28.83	281.05		8780	511	325	511	325	511	325			140.34	207.59	140.26	207.56	140.30	207.58	223.64	322.26	579.13	291.69	322.05	580.48					654.70	654.70	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73171	15:30:52.196	4331659049019																170		Fixation	183			2.56	28.83	281.05		8781	512	330	509	336	510	333			140.62	206.38	139.82	204.47	140.22	205.42	223.59	322.28	579.13	291.66	322.12	580.53					654.72	654.72	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73179	15:30:52.204	4331659057375																170		Fixation	183			2.56	28.83	281.05		8782			509	337	509	337					139.84	204.44						291.69	322.15	580.62						654.74		2.49	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73187	15:30:52.212	4331659065744																170		Fixation	183			2.56	28.83	281.05		8783	512	331	508	336	510	333			140.61	205.93	139.38	204.58	139.99	205.25	223.65	322.28	579.15	291.74	322.16	580.63					654.73	654.73	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73196	15:30:52.221	4331659074027																170		Fixation	183			2.56	28.83	281.05		8784	516	330	496	342	506	336			141.65	206.37	136.19	203.02	138.92	204.69	223.60	322.30	579.17	291.70	322.21	580.71					654.76	654.76	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73204	15:30:52.229	4331659082378																170		Fixation	183			2.56	28.83	281.05		8785			493	333	493	333					135.34	205.32						291.73	322.23	580.76						654.76		2.48	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73212	15:30:52.237	4331659090747																170		Fixation	183			2.56	28.83	281.05		8786	510	335	514	320	512	327			139.91	204.75	141.18	209.00	140.54	206.88	223.66	322.26	579.11	291.78	322.21	580.74					654.68	654.68	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73221	15:30:52.246	4331659098996																170		Fixation	183			2.56	28.83	281.05		8787	508	334	495	330	501	332			139.46	205.29	135.79	206.16	137.62	205.72	223.61	322.27	579.09	291.75	322.26	580.78					654.68	654.68	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73229	15:30:52.254	4331659107380																170		Fixation	183			2.56	28.83	281.05		8788			490	327	490	327					134.51	207.05						291.78	322.28	580.81						654.69		2.49	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73237	15:30:52.262	4331659115620																170		Fixation	183			2.56	28.83	281.05		8789	511	330	485	328	498	329			140.26	206.32	133.26	206.71	136.76	206.52	223.68	322.22	578.97	291.81	322.25	580.74					654.54	654.54	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73246	15:30:52.271	4331659123985																170		Fixation	183			2.56	28.83	281.05		8790	508	336	499	330	503	333			139.52	204.62	137.08	206.25	138.30	205.44	223.65	322.18	578.88	291.78	322.23	580.69					654.45	654.45	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73254	15:30:52.279	4331659132280																170		Fixation	183			2.56	28.83	281.05		8791			500	330	500	330					137.11	206.27						291.81	322.19	580.64						654.46		2.52	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73262	15:30:52.287	4331659140628																170		Fixation	183			2.56	28.83	281.05		8792	508	329	502	330	505	329			139.48	206.63	137.93	206.14	138.70	206.38	223.75	322.03	578.64	291.85	322.09	580.49					654.16	654.16	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73270	15:30:52.295	4331659148948																	225	Saccade	58							8793	519	362	510	330	514	346			142.53	197.52	139.94	206.13	141.24	201.82	223.77	321.96	578.53	291.87	322.01	580.39					654.03	654.03	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73279	15:30:52.304	4331659157270																	225	Saccade	58							8794																			320.98										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73287	15:30:52.312	4331659165637																	225	Saccade	58							8795	551	370	545	351	548	360			151.33	195.20	149.63	200.39	150.48	197.79	224.16	321.79	578.38	292.27	321.79	580.18					653.79	653.79	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73296	15:30:52.321	4331659174003																	225	Saccade	58							8796	664	382	601	367	632	374			182.12	191.87	164.89	195.97	173.50	193.92	224.32	321.72	578.31	292.38	321.69	580.09					653.68	653.68	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73304	15:30:52.329	4331659182286																	225	Saccade	58							8797																			320.64										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73312	15:30:52.337	4331659190653																	225	Saccade	58							8798	700	394	693	376	696	385			192.23	188.67	190.14	193.52	191.18	191.10	224.56	321.35	577.79	292.43	321.23	579.45					653.04	653.04	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73321	15:30:52.346	4331659199015																	225	Saccade	58							8799	726	409	713	394	719	401			199.16	184.44	195.72	188.69	197.44	186.57	224.57	321.28	577.61	292.42	321.09	579.22					652.85	652.85	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73329	15:30:52.354	4331659207332																		Unclassified	17							8800																			319.97										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73337	15:30:52.362	4331659215679																		Unclassified	17							8801	735	417	716	392	725	404			201.63	182.39	196.43	189.30	199.03	185.84	224.62	321.32	577.66	292.53	321.08	579.14					652.91	652.91	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73346	15:30:52.371	4331659224002																	226	Saccade	8							8802	722	410	698	385	710	397			198.06	184.21	191.51	191.00	194.79	187.60	224.61	321.42	577.83	292.54	321.14	579.30					653.10	653.10	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73354	15:30:52.379	4331659232360																		Unclassified	42							8803			698	385	698	385					191.51	191.00						292.58	321.15	579.35						653.12		2.72	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73362	15:30:52.387	4331659240731																		Unclassified	42							8804	711	399	682	383	696	391			195.03	187.28	187.16	191.79	191.10	189.54	224.65	321.40	577.92	292.62	321.10	579.33					653.17	653.17	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73371	15:30:52.396	4331659249057																		Unclassified	42							8805	719	401	690	379	704	390			197.28	186.73	189.28	192.86	193.28	189.80	224.65	321.44	577.99	292.62	321.10	579.40					653.24	653.24	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73379	15:30:52.404	4331659257334																		Unclassified	42							8806																			319.77										4	4				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73387	15:30:52.412	4331659265731																		Unclassified	42							8807	719	407	704	381	711	394			197.24	185.05	193.28	192.16	195.26	188.60	224.72	321.51	578.15	292.73	321.13	579.46					653.42	653.42	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73396	15:30:52.421	4331659273990																	227	Saccade	58							8808	712	426	708	383	710	404			195.37	179.83	194.21	191.78	194.79	185.80	224.70	321.59	578.26	292.72	321.16	579.52					653.55	653.55	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73404	15:30:52.429	4331659282334																	227	Saccade	58							8809			707	383	707	383					194.18	191.78						292.64	321.16	579.59						653.56		2.40	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73412	15:30:52.437	4331659290671																	227	Saccade	58							8810	649	430	641	433	645	431			178.19	178.68	175.97	177.87	177.08	178.28	224.51	321.67	578.44	292.50	321.15	579.56					653.76	653.76	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73421	15:30:52.446	4331659299057																	227	Saccade	58							8811	562	441	553	437	557	439			154.23	175.78	151.68	176.82	152.95	176.30	224.37	321.72	578.56	292.31	321.14	579.62					653.90	653.90	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73429	15:30:52.454	4331659307328																	227	Saccade	58							8812			553	437	553	437					151.68	176.82						292.25	321.18	579.65						653.90		2.58	4	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73437	15:30:52.462	4331659315657																	227	Saccade	58							8813	503	471	486	463	494	467			138.14	167.43	133.47	169.79	135.81	168.61	224.33	322.10	579.27	292.25	321.22	579.78					654.70	654.70	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter														73445	15:30:52.470	4331659323941																	227	Saccade	58							8814	471	452	470	442	470	447			129.15	172.82	129.13	175.47	129.14	174.15	224.27	322.33	579.69	292.25	321.24	579.89					655.18	655.18	-1.00	-1.00	0	0				
